"","x"
"899","RT @1DAlerts: UPDATE: After the concert, Louis went partying and Niall came to join him. There will be pictures soon <ed><U+00A0><U+00BC><ed><U+00BE><U+0089>"
"900","2 people followed me and 4 people unfollowed me // automatically checked by https://t.co/aCazENjiLL"
"901","RT @InfyFoundation: The #InfyMakers awards Spring Cycle starts today! Check out https://t.co/pnSWbu9wlu and submit your maker project. http…"
"902","Natural disasters, climate change and the mapping of vulnerability: how can data-driven methods create insight... https://t.co/ISVn0K8SuF"
"903","I'm waiting for my Tesco shopping and there is a Sainsbury's van outside which has been there bout 20 mins, hope they don't have a fight"
"904","RT @BestofLeo: #Leo's have big hearts and are very generous."
"905","RT @DrPAWPAW: #FreebieFriday To #WIN a full set of balms! Subscribe to our @YouTube channel https://t.co/CU8H2pgub1 RT and follow https://t…"
"906","RT @Rja111266: #London #business self catering #strategicthinking and doing https://t.co/kMR7ldCfQR"
"907","TONIGHT! 
Opening exhibition of Neil Ross's ""Sector 7 and other merz"", tonight from 18:00 -… https://t.co/kjuFO610U0"
"908","#avfc NewsXtra Predicted Line-ups: Who will Pellegrini and Garde pick at the Etihad?  https://t.co/Cjp81jMoHz"
"909","5 people followed me and 2 people unfollowed me // automatically checked by https://t.co/B3nrPs0xJK"
"910","RT @TravelMagazine: Take @POferries from Dover to Calais and visit these 5 pretty French towns: https://t.co/RZgWbiVbze https://t.co/oulVQj…"
"911","RT @MineSkiDoodles: both A and M look better without make up tas in natural light https://t.co/kmnkYQ2gux"
"912","Small Pin USB Charger Lead Cord for CA-100C Nokia Mobile - 2mm to USB Cable  https://t.co/r27M8OVdjF https://t.co/mlrkfRTCIw"
"913","RT @MAGCONTOUR: We're so exited for @HunterRowland22 and @Browland22 to join #MagconTour --- heard they like to go and meet GA at the barri…"
"914","RT @vineetnayar: All the women in my family and at work have had a very positive impact on my life. Now studies prove that they impact org …"
"915","UGHCAN ANYONE CONFIRMABOUT SMTM NEWS WITH ZIONT AND CRUSH OMG"
"916","RT @LifelnWord: i'm sorry for being annoying when i want to talk.. needy cause i miss you, emotional when i care and insecure because i'm a…"
"917","RT @IbraBollZ: Types of girls in Naija:
Boobz with no ass
Ass with no boobz
Ass and boobz with ugly face
Ass, boobz,  fine face with no sen…"
"918","RT @MiIIIionaires: No matter who you are and what happens in your life, you still have the chance to turn your life around and be great."
"919","My lop-eared rabbit has become bigger.
Would you like to come and see?

https://t.co/1G7Zs00gll

 #Free #game https://t.co/2oY24SXpjd"
"920","RT McMannFitness2 Want killer abs but can't find the time (or desire!) to do a ... - https://t.co/doZEGDgtLT #fit… https://t.co/nKdBksZFBI"
"921","RT @Qlonesbian: Lexa is still trending worldwide with 188K tweets and counting. https://t.co/OaEycSctYz"
"922","Justin Pacifico wipes his ass with chain mail and sandpaper."
"923","2 people followed me and 4 people unfollowed me // automatically checked by https://t.co/Cc0FCqLnaw"
"924","#Deportation Defense #Lawyer https://t.co/8AXMi2wfPt | Trump on Immigration: 'There Always Has to Be Some Tug and Pull and Deal' - CNSNews…"
"925","Antidepressants Make it Harder to Empathize, Harder to Climax, and Harde... #sicknotweak #imnotashamed https://t.co/v4Jjee6JV1"
"926","It's 1 o'clock and oomf hasn't said anything<ed><U+00A0><U+00BD><ed><U+00B8><U+009F>"
"927","Join and #Win #GameofYourChoice Free CD Key Giveaway! @freecdkey1 @allkeyshop https://t.co/b81MAtcj9o"
"928","RT @daisy_media: Claire's turn now talking about business and finance. @addisonaccounts #cbconf2016 https://t.co/Us7TbznCfY"
"929","I wish people were like money, so you could hold them up to the light to see which ones are real and which ones are fake."
"930","RT @Bunmi_Sobowale: Validation is a silent killer. Learn to love yourself, praise yourself and be you. https://t.co/HiYG5nFXHW"
"931","Tomorrow's @RomfordDogs morning BAGS card and Monday's  @hallgreendogs card now final and available at https://t.co/aA85MkNhdW"
"932","RT @KingBach: Get the new #ShotsComedyApp and add me for even more funny stuff!!! https://t.co/80T9yRni5y"
"933","They say all I do is tweet and post weird shit on instagram. https://t.co/aDCsEfcbgd"
"934","I had been walking around with a great big 'mother wound ', and God wanted it healed. What it looked like is this:"
"935","The one and only Juana! I have miss you @brightcoral !!! <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> #friends #sanfrancisco by elalexpardo https://t.co/tDIWEzdDN6"
"936","RT @sardesairajdeep: What is about power, oratory and short men? Kanhaiya barely five feet and a bit! https://t.co/2qRs9Au94b"
"937","RT @maichardislegit: When we say, ""Grand Voting party."" 
It means, to powervote on the site and make the gap til' 10 million. Okay? <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B2><U+009B>

 #V…"
"938","With Popmaster complete and the full version of American Pie playing, Ken Bruce relaxes in the Radio 2 gents loo with the newspaper."
"939","Weddings on WJ; Kunle and Tobi’s Traditional Wedding https://t.co/0ZYJX7LupE"
"940","RT @Makhudu_ZA: And which witch are you talking? <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>""@_MagnumOpus: Witch botwsana are you talking?""@Nasty_CSA: BOTSWANA Im coming tonight!"""""
"941","RT @TraffordsFerret: New @thecoralband and @TheRealKano albums out today. What a time to be alive #music #psychedelicscally"
"942","What a weekend of racing . The Weather is great and so many GMBC riders will be out in their bikes.

Is your BIKE... https://t.co/2BkKXBzSLI"
"943","RT @dallasbutz: I wish I could back in time and change some of the stuff that happened...."
"944","Okay taking a pause on the photoshoot and hopefully my laptop is working.. I suck at multitasking."
"945","RT @FaithReeI: I am the Alpha and the Omega, says the Lord God, ""who is &amp; who was &amp; who is to come, the Almighty."" -Revelation 1:8"
"946","Retweeted Citi 97.3 FM (@Citi973):

China bans homosexual, supernatural, and drug themes from TV | More here:... https://t.co/Lw5FZwXC9z"
"947","RT @hvrmon: 11) clexa is more than just a ""lesbian ship"". it means a lot for many CL and it has helped them (not all, obvious') to find the…"
"948","RT @MyqueengigiIG: Gigi hadid leaving her hotel in parid and heading to the balmain after party https://t.co/QrzJHOG8ex"
"949","@HEYHEYHEYTSUKKI i mean, it wouldn't fit but maybe you could fit the arms and legs in there"
"950","RT @_Connoor: 3 years ago she listened to One Direction and wore Hollister. Now she wears Nike caps,does ket and knows every word to 'Shut …"
"951","RT @OpenRightsGroup: #IPBill set to be rushed through during #EUref—Labour and Tory critics demand slowdown:  https://t.co/3gdUYQrllF https…"
"952","RT @SalesGossip: #WIN 2 bottles of Chanel No.5 perfume:one for you and one for your bestie! RT &amp; ENTER here &gt;&gt;https://t.co/FqJ5ftO2QA https…"
"953","RT @camilacabello97: i'm so 19 and mature i just accidentally used my credit card as my room key"
"954","And it better be one hell of a tweet"
"955","Dermo Peel Expert is highly recommended for a deep skin cleaning, deep wrinkles, dark spots and uneven texture.... https://t.co/AohH5r3Xsx"
"956","RT @leoside: we will have an updated version of the 6P sensor with OIS. Phase Detection Auto Focus, laser focus and smaller F-number"
"957","Hey Cricket lovers Prove it by playing that Your Cricket Lover #FlipkartGIFCricket and win shopping vouchers https://t.co/naMJrCBycZ"
"958","RT @erriikkka: And he whispered ""meant to be""

<U+2661> #VoteKathrynFPP #KCA https://t.co/VZb8oSnS6b"
"959","RT @ecfr: Read @markhleonard's article in @NewStatesman on #Germany’s #migrantcrisis and the rise of the new far right. https://t.co/wP3fWT…"
"960","RT @NST_Online: This Msian film broke the record for biggest first day ticket sales - and it's not Ola Bola
https://t.co/RLqOpr19wC https:/…"
"961","RT @yixingspixie: 160303 Yixing and Krystal filming at Samcheong-dong for &lt;Unexpected Love&gt; <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> YIXING LOOKS SO HOT! https://t.co/nFTeLVftwu"
"962","Vintage Original 1892 Winchester Trigger and Pin, Good Usable Condition https://t.co/OTQsukemjH https://t.co/64fCEOQEhD"
"963","MRW I'm in the club at 3am, after my 5th line of coke and someone tries to fight me. Retweet if #funny #reaction #l… https://t.co/J5nsjDs5ZI"
"964","RT @theQueerPig: Xavi Duran and @NickNorthPORN on the set of @fuckermates @LuisAcostafm <U+279C> [https://t.co/yjjZIYntNQ] https://t.co/W5peE16iCf"
"965","globalmobility worldwide limousine and chauffeurservice at IMEX, stand F110 https://t.co/EIYM8Zo3Mx"
"966","Learn how to deal with the past and get that #FridayFeeling https://t.co/GUas5uYsHj #Buddhism #Kadampa https://t.co/aUkgc99nTv"
"967","RT @ShotsArmy: Check out this interview w/ Johnny and comment at the bottom of the story telling him how proud you are! https://t.co/ekeHLH…"
"968","@Cyberleader2000 we have hot water.  we have separate hot water and heating. our system was that old."
"969","RT @alyciaxuality: She was dying and the ONLY thing she was worried about is Clarke's safety. If this isn't true love damn it https://t.co/…"
"970","RT @Judy_Folger: ""The Plumber and the Pianist"" https://t.co/76E6xgp6Tg Their love story #lesbianromance #lesfic #IARTG #ASMSG #SNRTG #Kindl…"
"971","DO NOT BUY @Kogan COLD PRESS JUICERS! My second one since December and this time it exploded juicing carrots!! https://t.co/qER5YDlc2P"
"972","How to turn off your search and location history in Google: By now, it should come as no surprise that Google ... https://t.co/6FjWr04coS"
"973","RT @bellathorne: I FEEL good &amp; healthy. I now feel like I can do more in my day and helps me fall asleep easier at night! #yoga #yes https:…"
"974","Pheobe is the bane of me life man. Both agreed too go town early today and she's just woken up and already started telling me what too do <ed><U+00A0><U+00BD><ed><U+00B9><U+0083>"
"975","Unsubscribe from unwanted email lists and manage your inbox fast. https://t.co/oo8AJFM1CD Jul 23, 2015"
"976","pain is convincing yourself that your life with him is worth living, but you know that he's not worth all it. and he will never be #random"
"977","Angry Woman Returns With Pestle To Destroy Ex-Husband's Home And Car https://t.co/1Ygjz7Yrni https://t.co/lYtGznIT48"
"978","RT @Buhlebethu_xx: And I'll Cuff him yazi"
"979","@noel_duffy and??...nothing to go out for...so don't care"
"980","RT @noelanichavez: Why do girls gotta be so bitter and hateful <ed><U+00A0><U+00BD><ed><U+00B9><U+0084> like take a nap ????"
"981","I stare at her, Mesmerized. And can't wait for the next thought, from her beautiful mind. <U+2764><U+FE0F>"
"982","RT @mtuan93: First concert in Korea soon. After that USA, China, Thailand, Singapore, and Japan. https://t.co/kQPoHYXgDc"
"983","spoke on the phone for 23 mins and didn't even learn shit, because i didn't want to."
"984","@chloshaw_ @higeorgeshelley about the band. and i wouldnt say anything unless i had spoken to him first and given him the chance. which i"
"985","People can learn from their failures and be successful later on."
"986","@phoneradarblog  All done and excited"
"987","RT @cristinacalgary: @bartram_jackie @662Maz @BerniesHomie He hates people,he only wants to earn more money and have more power."
"988","RT @NHSinform: Breathing Space are at the GPMP Patient Conference at Stobhill Hospital. Come and say hello! https://t.co/N9r18kpzl9"
"989","RT @NorwichCityFC: Alex Neil confirms to Norwich City TV that Alex Tettey is set to undergo ankle surgery and is likely to miss the rest of…"
"990","Disgraceful and despicable attack in East Belfast this morning. My thoughts &amp; prayers are with the Prison Officer injured. @SDLPlive"
"991","@KissFMUK can you give ""Roy Batting the bricklayer a shoutout"" and play oxide and neutrino bound for da reload <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5><ed><U+00A0><U+00BC><ed><U+00BE><U+00BC>"
"992","RT @ankitlal: Freedom in India is what it's citizens need and deserve. 

It's our fundamental right. https://t.co/MviKwKuNz5"
"993","RT @jessicasara: I can’t even begin to fathom what this case would have been like with the Internet, Twitter, and comments sections. #Peopl…"
"994","Want to stay current on an event or trend? Let @RoundTeam discover and share the content for you. https://t.co/Xd1gZ3E3NX"
"995","RT @9GAG: *accidentally taps an ad and it opens the app store* https://t.co/AwjD93xSTv"
"996","Next up is a Resident DJ of distillery cebu and the youngest DJ in the spectrum family. Chad Fajardo! #TBPMusicFest https://t.co/bagxDxO1Gh"
"997","@natsmillie and when you are small, that is literally a MOUNTAIN of gummy bears. Children these days don't know what they missed."
"998","RT @DalaiLama: Cultivating warm-heartedness and compassion is something we can all do."
"999","RT @islamicStrength: Someone, somewhere, right now is fighting for his or her life. You still have yours, so be thankful and spend it in th…"
"1000","RT @FlirtyNotes: You can’t go back &amp; change the past, so look to the future and don’t make the same mistake twice."
